Tahun;Bulan;Tanggal;Produk;Unit_Terjual;Harga_Per_Unit
2022;Juni;22;Americano;32.0;21420.0
2022;Juni;22;Croissant;15.0;18360.0
2022;Juni;22;Donat;31.0;15300.0
2022;Juni;22;Espresso;50.0;22440.0
2022;Juni;22;Latte;45.0;28560.0
2022;Juni;22;;;25500.0
2022;Juni;23;Americano;23.0;21420.0
2022;Juni;23;Cappuccino;36.0;25500.0
2022;Juni;23;Croissant;13.0;18360.0
2022;Juni;23;Espresso;46.0;22440.0
2022;Juni;23;Latte;;28560.0
2022;Juni;23;;37.0;15300.0
2022;Juni;24;Americano;29.0;21420.0
2022;Juni;24;Cappuccino;48.0;25500.0
2022;Juni;24;Donat;29.0;15300.0
2022;Juni;24;Espresso;29.0;22440.0
2022;Juni;24;Latte;41.0;28560.0
2022;Juni;24;;23.0;
2022;Juni;25;Americano;48.0;
2022;Juni;25;Cappuccino;26.0;25500.0
2022;Juni;25;Croissant;20.0;18360.0
2022;Juni;25;Donat;28.0;15300.0
2022;Juni;25;Espresso;40.0;22440.0
2022;Juni;25;Latte;62.0;28560.0
2022;Juni;26;Cappuccino;41.0;25500.0
2022;Juni;26;Croissant;;18360.0
2022;Juni;26;Espresso;;22440.0
2022;Juni;26;;34.0;28560.0
2022;Juni;26;;25.0;21420.0
2022;Juni;26;;24.0;15300.0
2022;Juni;27;Americano;41.0;21420.0
2022;Juni;27;Cappuccino;42.0;25500.0
2022;Juni;27;Croissant;14.0;18360.0
2022;Juni;27;Donat;16.0;15300.0
2022;Juni;27;Latte;48.0;28560.0
2022;Juni;27;;45.0;22440.0
2022;Juni;28;Americano;40.0;21420.0
2022;Juni;28;Cappuccino;38.0;25500.0
2022;Juni;28;Donat;31.0;15300.0
2022;Juni;28;Espresso;;22440.0
2022;Juni;28;Latte;51.0;28560.0
2022;Juni;28;;14.0;18360.0
2022;Juni;29;Americano;36.0;21420.0
2022;Juni;29;Cappuccino;32.0;25500.0
2022;Juni;29;Croissant;23.0;18360.0
2022;Juni;29;Donat;27.0;15300.0
2022;Juni;29;Espresso;45.0;22440.0
2022;Juni;29;Latte;55.0;28560.0
2022;Juni;30;Americano;45.0;21420.0
2022;Juni;30;Cappuccino;47.0;25500.0
2022;Juni;30;Croissant;14.0;18360.0
2022;Juni;30;Espresso;38.0;22440.0
2022;Juni;30;Latte;33.0;28560.0
2022;Juni;30;;;15300.0
2022;Juli;1;Americano;44.0;21420.0
2022;Juli;1;Cappuccino;40.0;25500.0
2022;Juli;1;Croissant;15.0;18360.0
2022;Juli;1;Donat;22.0;15300.0
2022;Juli;1;Espresso;49.0;22440.0
2022;Juli;1;;41.0;28560.0
2022;Juli;2;Cappuccino;27.0;25500.0
2022;Juli;2;Croissant;19.0;18360.0
2022;Juli;2;Donat;20.0;15300.0
2022;Juli;2;Espresso;22.0;22440.0
2022;Juli;2;;47.0;28560.0
2022;Juli;2;;52.0;21420.0
2022;Juli;3;Americano;20.0;
2022;Juli;3;Cappuccino;51.0;25500.0
2022;Juli;3;Croissant;32.0;18360.0
2022;Juli;3;Donat;;15300.0
2022;Juli;3;Espresso;34.0;22440.0
2022;Juli;3;Espresso;34.0;22440.0
2022;Juli;3;;;28560.0
2022;Juli;4;Americano;32.0;21420.0
2022;Juli;4;Cappuccino;53.0;25500.0
2022;Juli;4;Croissant;12.0;
2022;Juli;4;Donat;31.0;15300.0
2022;Juli;4;Espresso;30.0;22440.0
2022;Juli;4;Latte;31.0;
2022;Juli;5;Americano;31.0;21420.0
2022;Juli;5;Cappuccino;41.0;25500.0
2022;Juli;5;Donat;30.0;15300.0
2022;Juli;5;Espresso;;22440.0
2022;Juli;5;Latte;32.0;28560.0
2022;Juli;5;;30.0;
2022;Juli;6;Americano;39.0;21420.0
2022;Juli;6;Cappuccino;54.0;25500.0
2022;Juli;6;Croissant;12.0;18360.0
2022;Juli;6;Donat;25.0;15300.0
2022;Juli;6;Espresso;44.0;22440.0
2022;Juli;6;Latte;42.0;28560.0
2022;Juli;7;Americano;43.0;21420.0
2022;Juli;7;Cappuccino;37.0;25500.0
2022;Juli;7;Croissant;21.0;18360.0
2022;Juli;7;Donat;14.0;15300.0
2022;Juli;7;Latte;31.0;28560.0
2022;Juli;7;;56.0;22440.0
2022;Juli;8;Americano;32.0;21420.0
2022;Juli;8;Cappuccino;41.0;25500.0
2022;Juli;8;Croissant;9.0;18360.0
2022;Juli;8;Donat;24.0;15300.0
2022;Juli;8;Espresso;48.0;22440.0
2022;Juli;8;Latte;;28560.0
2022;Juli;9;Americano;35.0;21420.0
2022;Juli;9;Cappuccino;39.0;25500.0
2022;Juli;9;Croissant;13.0;
2022;Juli;9;Donat;28.0;15300.0
2022;Juli;9;Espresso;;22440.0
2022;Juli;9;Latte;43.0;28560.0
2022;Juli;10;Americano;44.0;21420.0
2022;Juli;10;Cappuccino;52.0;
2022;Juli;10;Croissant;33.0;18360.0
2022;Juli;10;Espresso;47.0;22440.0
2022;Juli;10;Latte;27.0;28560.0
2022;Juli;10;;11.0;15300.0
2022;Juli;11;Americano;54.0;21420.0
2022;Juli;11;Cappuccino;44.0;25500.0
2022;Juli;11;Croissant;27.0;18360.0
2022;Juli;11;Donat;;15300.0
2022;Juli;11;Espresso;29.0;22440.0
2022;Juli;11;Latte;38.0;28560.0
2022;Juli;12;Americano;53.0;21420.0
2022;Juli;12;Cappuccino;;25500.0
2022;Juli;12;Croissant;19.0;18360.0
2022;Juli;12;Donat;34.0;15300.0
2022;Juli;12;Espresso;31.0;22440.0
2022;Juli;12;Latte;49.0;28560.0
2022;Juli;13;Americano;37.0;21420.0
2022;Juli;13;Cappuccino;35.0;25500.0
2022;Juli;13;Croissant;25.0;18360.0
2022;Juli;13;Espresso;45.0;22440.0
2022;Juli;13;Latte;38.0;28560.0
2022;Juli;13;;22.0;15300.0
2022;Juli;14;Americano;22.0;21420.0
2022;Juli;14;Cappuccino;40.0;25500.0
2022;Juli;14;Croissant;25.0;18360.0
2022;Juli;14;Donat;14.0;15300.0
2022;Juli;14;Espresso;35.0;22440.0
2022;Juli;14;Latte;38.0;28560.0
2022;Juli;15;Americano;29.0;21420.0
2022;Juli;15;Cappuccino;25.0;25500.0
2022;Juli;15;Croissant;;18360.0
2022;Juli;15;Donat;37.0;15300.0
2022;Juli;15;Espresso;30.0;22440.0
2022;Juli;15;Latte;26.0;28560.0
2022;Juli;16;Cappuccino;43.0;25500.0
2022;Juli;16;Croissant;21.0;18360.0
2022;Juli;16;Donat;12.0;15300.0
2022;Juli;16;Espresso;35.0;22440.0
2022;Juli;16;Latte;41.0;28560.0
2022;Juli;16;;41.0;21420.0
2022;Juli;17;Americano;31.0;21420.0
2022;Juli;17;Cappuccino;26.0;25500.0
2022;Juli;17;Croissant;19.0;18360.0
2022;Juli;17;Donat;;15300.0
2022;Juli;17;Espresso;51.0;22440.0
2022;Juli;17;Latte;54.0;28560.0
2022;Juli;18;Americano;49.0;21420.0
2022;Juli;18;Cappuccino;57.0;25500.0
2022;Juli;18;Croissant;;18360.0
2022;Juli;18;Donat;30.0;15300.0
2022;Juli;18;Espresso;44.0;22440.0
2022;Juli;18;Latte;34.0;28560.0
2022;Juli;19;Americano;40.0;21420.0
2022;Juli;19;Cappuccino;33.0;25500.0
2022;Juli;19;Croissant;28.0;
2022;Juli;19;Donat;23.0;15300.0
2022;Juli;19;Espresso;48.0;22440.0
2022;Juli;19;Latte;;28560.0
2022;Juli;20;Americano;39.0;21420.0
2022;Juli;20;Cappuccino;39.0;25500.0
2022;Juli;20;Croissant;37.0;
2022;Juli;20;Donat;10.0;15300.0
2022;Juli;20;Espresso;27.0;22440.0
2022;Juli;20;Latte;33.0;28560.0
2022;Juli;21;Americano;36.0;21420.0
2022;Juli;21;Cappuccino;;25500.0
2022;Juli;21;Croissant;25.0;18360.0
2022;Juli;21;Donat;26.0;
2022;Juli;21;Latte;51.0;28560.0
2022;Juli;21;;44.0;
2022;Juli;22;Americano;19.0;21420.0
2022;Juli;22;Croissant;27.0;18360.0
2022;Juli;22;Donat;23.0;
2022;Juli;22;Latte;39.0;28560.0
2022;Juli;22;;41.0;
2022;Juli;22;;;25500.0
2022;Juli;23;Americano;36.0;
2022;Juli;23;Cappuccino;34.0;25500.0
2022;Juli;23;Croissant;37.0;18360.0
2022;Juli;23;Donat;15.0;15300.0
2022;Juli;23;Espresso;38.0;22440.0
2022;Juli;23;Latte;56.0;28560.0
2022;Juli;24;Americano;41.0;
2022;Juli;24;Cappuccino;46.0;25500.0
2022;Juli;24;Croissant;11.0;18360.0
2022;Juli;24;Donat;17.0;15300.0
2022;Juli;24;Espresso;35.0;22440.0
2022;Juli;24;Latte;38.0;28560.0
2022;Juli;25;Americano;43.0;21420.0
2022;Juli;25;Cappuccino;43.0;25500.0
2022;Juli;25;Croissant;;18360.0
2022;Juli;25;Donat;30.0;15300.0
2022;Juli;25;Espresso;35.0;22440.0
2022;Juli;25;;39.0;28560.0
2022;Juli;26;Americano;48.0;21420.0
2022;Juli;26;Cappuccino;43.0;25500.0
2022;Juli;26;Croissant;;18360.0
2022;Juli;26;Donat;32.0;15300.0
2022;Juli;26;Espresso;42.0;22440.0
2022;Juli;26;;51.0;28560.0
2022;Juli;27;Americano;47.0;21420.0
2022;Juli;27;Cappuccino;58.0;25500.0
2022;Juli;27;Croissant;26.0;18360.0
2022;Juli;27;Donat;11.0;15300.0
2022;Juli;27;Espresso;44.0;22440.0
2022;Juli;27;Latte;39.0;28560.0
2022;Juli;28;Americano;35.0;21420.0
2022;Juli;28;Cappuccino;41.0;25500.0
2022;Juli;28;Croissant;23.0;
2022;Juli;28;Donat;34.0;15300.0
2022;Juli;28;Espresso;29.0;22440.0
2022;Juli;28;Latte;42.0;
2022;Juli;29;Americano;33.0;21420.0
2022;Juli;29;Cappuccino;39.0;25500.0
2022;Juli;29;Donat;18.0;15300.0
2022;Juli;29;Espresso;45.0;22440.0
2022;Juli;29;Latte;30.0;28560.0
2022;Juli;29;;18.0;18360.0
2022;Juli;30;Americano;;21420.0
2022;Juli;30;Cappuccino;38.0;25500.0
2022;Juli;30;Croissant;0.0;18360.0
2022;Juli;30;Donat;38.0;15300.0
2022;Juli;30;Espresso;36.0;22440.0
2022;Juli;30;Latte;29.0;28560.0
2022;Juli;31;Americano;30.0;21420.0
2022;Juli;31;Cappuccino;40.0;25500.0
2022;Juli;31;Croissant;35.0;18360.0
2022;Juli;31;Espresso;;22440.0
2022;Juli;31;;36.0;28560.0
2022;Juli;31;;37.0;15300.0
2022;Agustus;1;Americano;29.0;21420.0
2022;Agustus;1;Croissant;18.0;18360.0
2022;Agustus;1;Donat;23.0;15300.0
2022;Agustus;1;Espresso;41.0;22440.0
2022;Agustus;1;Latte;;28560.0
2022;Agustus;1;;41.0;25500.0
2022;Agustus;2;Americano;39.0;21420.0
2022;Agustus;2;Cappuccino;39.0;25500.0
2022;Agustus;2;Croissant;22.0;18360.0
2022;Agustus;2;Donat;;15300.0
2022;Agustus;2;Espresso;36.0;22440.0
2022;Agustus;2;Latte;38.0;28560.0
2022;Agustus;3;Americano;23.0;21420.0
2022;Agustus;3;Croissant;31.0;18360.0
2022;Agustus;3;Donat;33.0;15300.0
2022;Agustus;3;Espresso;34.0;22440.0
2022;Agustus;3;Latte;29.0;28560.0
2022;Agustus;3;;47.0;25500.0
2022;Agustus;4;Americano;39.0;21420.0
2022;Agustus;4;Cappuccino;37.0;25500.0
2022;Agustus;4;Croissant;13.0;18360.0
2022;Agustus;4;Donat;17.0;15300.0
2022;Agustus;4;Espresso;37.0;22440.0
2022;Agustus;4;Latte;19.0;28560.0
2022;Agustus;5;Americano;27.0;21420.0
2022;Agustus;5;Cappuccino;32.0;25500.0
2022;Agustus;5;Croissant;19.0;18360.0
2022;Agustus;5;Donat;20.0;15300.0
2022;Agustus;5;Latte;45.0;28560.0
2022;Agustus;5;Latte;;28560.0
2022;Agustus;5;;52.0;22440.0
2022;Agustus;6;Americano;55.0;21420.0
2022;Agustus;6;Cappuccino;44.0;25500.0
2022;Agustus;6;Croissant;28.0;18360.0
2022;Agustus;6;Espresso;43.0;22440.0
2022;Agustus;6;Latte;35.0;28560.0
2022;Agustus;6;;21.0;15300.0
2022;Agustus;7;Americano;34.0;21420.0
2022;Agustus;7;Cappuccino;49.0;25500.0
2022;Agustus;7;Croissant;22.0;18360.0
2022;Agustus;7;Donat;22.0;15300.0
2022;Agustus;7;Espresso;38.0;22440.0
2022;Agustus;7;Latte;37.0;28560.0
2022;Agustus;8;Americano;39.0;21420.0
2022;Agustus;8;Cappuccino;;25500.0
2022;Agustus;8;Donat;;15300.0
2022;Agustus;8;Espresso;35.0;22440.0
2022;Agustus;8;Latte;29.0;28560.0
2022;Agustus;8;;26.0;18360.0
2022;Agustus;9;Americano;26.0;21420.0
2022;Agustus;9;Cappuccino;53.0;25500.0
2022;Agustus;9;Croissant;25.0;18360.0
2022;Agustus;9;Donat;25.0;15300.0
2022;Agustus;9;Latte;32.0;28560.0
2022;Agustus;9;;49.0;22440.0
2022;Agustus;10;Americano;22.0;
2022;Agustus;10;Cappuccino;50.0;25500.0
2022;Agustus;10;Croissant;26.0;18360.0
2022;Agustus;10;Espresso;33.0;22440.0
2022;Agustus;10;Latte;43.0;28560.0
2022;Agustus;10;;2.0;15300.0
2022;Agustus;11;Americano;30.0;21420.0
2022;Agustus;11;Cappuccino;35.0;
2022;Agustus;11;Croissant;20.0;18360.0
2022;Agustus;11;Donat;38.0;15300.0
2022;Agustus;11;Espresso;32.0;22440.0
2022;Agustus;11;Latte;;28560.0
2022;Agustus;12;Americano;54.0;21420.0
2022;Agustus;12;Cappuccino;;25500.0
2022;Agustus;12;Croissant;21.0;18360.0
2022;Agustus;12;Donat;12.0;15300.0
2022;Agustus;12;Espresso;25.0;22440.0
2022;Agustus;12;Latte;31.0;28560.0
2022;Agustus;13;Americano;33.0;21420.0
2022;Agustus;13;Cappuccino;45.0;25500.0
2022;Agustus;13;Croissant;21.0;18360.0
2022;Agustus;13;Donat;20.0;15300.0
2022;Agustus;13;Espresso;56.0;22440.0
2022;Agustus;13;Latte;52.0;28560.0
2022;Agustus;14;Americano;31.0;21420.0
2022;Agustus;14;Cappuccino;47.0;25500.0
2022;Agustus;14;Croissant;33.0;18360.0
2022;Agustus;14;Donat;24.0;
2022;Agustus;14;Espresso;42.0;22440.0
2022;Agustus;14;Latte;51.0;28560.0
2022;Agustus;15;Americano;39.0;21420.0
2022;Agustus;15;Cappuccino;31.0;25500.0
2022;Agustus;15;Croissant;17.0;18360.0
2022;Agustus;15;Donat;9.0;15300.0
2022;Agustus;15;Espresso;45.0;22440.0
2022;Agustus;15;Latte;51.0;28560.0
2022;Agustus;16;Americano;39.0;21420.0
2022;Agustus;16;Cappuccino;25.0;25500.0
2022;Agustus;16;Donat;22.0;15300.0
2022;Agustus;16;Espresso;42.0;22440.0
2022;Agustus;16;Latte;60.0;28560.0
2022;Agustus;16;;27.0;18360.0
2022;Agustus;17;Americano;33.0;21420.0
2022;Agustus;17;Cappuccino;41.0;25500.0
2022;Agustus;17;Croissant;4.0;18360.0
2022;Agustus;17;Donat;31.0;15300.0
2022;Agustus;17;Espresso;39.0;22440.0
2022;Agustus;17;Latte;29.0;28560.0
2022;Agustus;18;Americano;48.0;21420.0
2022;Agustus;18;Cappuccino;41.0;25500.0
2022;Agustus;18;Donat;29.0;
2022;Agustus;18;Espresso;47.0;22440.0
2022;Agustus;18;Latte;;28560.0
2022;Agustus;18;;23.0;18360.0
2022;Agustus;19;Americano;41.0;21420.0
2022;Agustus;19;Cappuccino;42.0;25500.0
2022;Agustus;19;Croissant;11.0;18360.0
2022;Agustus;19;Donat;24.0;15300.0
2022;Agustus;19;Espresso;37.0;22440.0
2022;Agustus;19;Latte;50.0;28560.0
2022;Agustus;20;Americano;31.0;21420.0
2022;Agustus;20;Cappuccino;33.0;25500.0
2022;Agustus;20;Croissant;38.0;18360.0
2022;Agustus;20;Donat;32.0;15300.0
2022;Agustus;20;Espresso;33.0;22440.0
2022;Agustus;20;Latte;34.0;28560.0
2022;Agustus;21;Americano;29.0;21420.0
2022;Agustus;21;Cappuccino;40.0;25500.0
2022;Agustus;21;Croissant;16.0;18360.0
2022;Agustus;21;Espresso;55.0;22440.0
2022;Agustus;21;Latte;30.0;28560.0
2022;Agustus;21;;14.0;15300.0
2022;Agustus;22;Americano;44.0;21420.0
2022;Agustus;22;Cappuccino;48.0;
2022;Agustus;22;Croissant;40.0;18360.0
2022;Agustus;22;Donat;10.0;
2022;Agustus;22;Espresso;49.0;
2022;Agustus;22;Latte;36.0;28560.0
2022;Agustus;23;Americano;48.0;21420.0
2022;Agustus;23;Cappuccino;32.0;25500.0
2022;Agustus;23;Croissant;24.0;18360.0
2022;Agustus;23;Donat;20.0;15300.0
2022;Agustus;23;Espresso;50.0;22440.0
2022;Agustus;23;Latte;49.0;28560.0
2022;Agustus;24;Americano;40.0;21420.0
2022;Agustus;24;Cappuccino;56.0;25500.0
2022;Agustus;24;Donat;15.0;15300.0
2022;Agustus;24;Espresso;33.0;22440.0
2022;Agustus;24;Latte;34.0;28560.0
2022;Agustus;24;;28.0;18360.0
2022;Agustus;25;Americano;36.0;21420.0
2022;Agustus;25;Cappuccino;29.0;25500.0
2022;Agustus;25;Croissant;22.0;18360.0
2022;Agustus;25;Donat;22.0;15300.0
2022;Agustus;25;Espresso;33.0;22440.0
2022;Agustus;25;Latte;48.0;
2022;Agustus;26;Americano;45.0;21420.0
2022;Agustus;26;Cappuccino;45.0;25500.0
2022;Agustus;26;Croissant;14.0;18360.0
2022;Agustus;26;Donat;19.0;15300.0
2022;Agustus;26;Espresso;38.0;22440.0
2022;Agustus;26;Latte;43.0;28560.0
2022;Agustus;27;Americano;42.0;21420.0
2022;Agustus;27;Cappuccino;29.0;25500.0
2022;Agustus;27;Croissant;6.0;18360.0
2022;Agustus;27;Donat;22.0;15300.0
2022;Agustus;27;Donat;22.0;
2022;Agustus;27;Espresso;49.0;22440.0
2022;Agustus;27;Latte;47.0;28560.0
2022;Agustus;28;Cappuccino;33.0;25500.0
2022;Agustus;28;Croissant;9.0;18360.0
2022;Agustus;28;Donat;16.0;15300.0
2022;Agustus;28;Latte;32.0;28560.0
2022;Agustus;28;;55.0;22440.0
2022;Agustus;28;;46.0;21420.0
2022;Agustus;29;Americano;45.0;21420.0
2022;Agustus;29;Cappuccino;38.0;25500.0
2022;Agustus;29;Croissant;;18360.0
2022;Agustus;29;Donat;24.0;
2022;Agustus;29;Espresso;44.0;22440.0
2022;Agustus;29;Latte;34.0;
2022;Agustus;30;Americano;43.0;21420.0
2022;Agustus;30;Cappuccino;39.0;
2022;Agustus;30;Croissant;;18360.0
2022;Agustus;30;Donat;20.0;15300.0
2022;Agustus;30;Espresso;37.0;22440.0
2022;Agustus;30;Latte;42.0;28560.0
2022;Agustus;31;Americano;31.0;21420.0
2022;Agustus;31;Cappuccino;33.0;25500.0
2022;Agustus;31;Croissant;24.0;18360.0
2022;Agustus;31;Donat;23.0;15300.0
2022;Agustus;31;Latte;39.0;
2022;Agustus;31;;32.0;22440.0
2022;September;1;Americano;44.0;21420.0
2022;September;1;Cappuccino;43.0;25500.0
2022;September;1;Croissant;25.0;18360.0
2022;September;1;Donat;15.0;15300.0
2022;September;1;Espresso;46.0;22440.0
2022;September;1;Latte;36.0;28560.0
2022;September;2;Americano;23.0;21420.0
2022;September;2;Cappuccino;40.0;25500.0
2022;September;2;Croissant;23.0;18360.0
2022;September;2;Donat;39.0;15300.0
2022;September;2;Espresso;41.0;22440.0
2022;September;2;Latte;42.0;28560.0
2022;September;3;Americano;42.0;
2022;September;3;Cappuccino;;25500.0
2022;September;3;Croissant;31.0;18360.0
2022;September;3;Donat;11.0;15300.0
2022;September;3;Espresso;37.0;22440.0
2022;September;3;Latte;34.0;28560.0
2022;September;4;Americano;42.0;21420.0
2022;September;4;Cappuccino;38.0;
2022;September;4;Croissant;30.0;18360.0
2022;September;4;Donat;28.0;15300.0
2022;September;4;Espresso;45.0;22440.0
2022;September;4;Latte;44.0;28560.0
2022;September;5;Americano;40.0;21420.0
2022;September;5;Cappuccino;39.0;25500.0
2022;September;5;Croissant;22.0;18360.0
2022;September;5;Donat;20.0;15300.0
2022;September;5;Espresso;30.0;22440.0
2022;September;5;Latte;46.0;28560.0
2022;September;6;Americano;36.0;21420.0
2022;September;6;Cappuccino;31.0;25500.0
2022;September;6;Croissant;23.0;18360.0
2022;September;6;Donat;31.0;15300.0
2022;September;6;Espresso;49.0;22440.0
2022;September;6;Latte;39.0;28560.0
2022;September;7;Cappuccino;59.0;25500.0
2022;September;7;Croissant;;18360.0
2022;September;7;Donat;20.0;15300.0
2022;September;7;Espresso;44.0;22440.0
2022;September;7;Latte;33.0;28560.0
2022;September;7;;42.0;21420.0
2022;September;8;Americano;48.0;21420.0
2022;September;8;Cappuccino;49.0;25500.0
2022;September;8;Croissant;28.0;18360.0
2022;September;8;Donat;;15300.0
2022;September;8;Latte;46.0;28560.0
2022;September;8;;44.0;22440.0
2022;September;9;Americano;38.0;21420.0
2022;September;9;Cappuccino;47.0;25500.0
2022;September;9;Croissant;30.0;18360.0
2022;September;9;Donat;33.0;15300.0
2022;September;9;Espresso;35.0;22440.0
2022;September;9;Latte;42.0;28560.0
2022;September;10;Cappuccino;;25500.0
2022;September;10;Croissant;17.0;18360.0
2022;September;10;Espresso;;22440.0
2022;September;10;Latte;33.0;28560.0
2022;September;10;;42.0;
2022;September;10;;32.0;15300.0
2022;September;11;Americano;29.0;21420.0
2022;September;11;Cappuccino;28.0;25500.0
2022;September;11;Donat;4.0;15300.0
2022;September;11;Espresso;43.0;22440.0
2022;September;11;Latte;40.0;28560.0
2022;September;11;;24.0;18360.0
2022;September;12;Americano;58.0;21420.0
2022;September;12;Cappuccino;65.0;
2022;September;12;Croissant;20.0;18360.0
2022;September;12;Donat;21.0;15300.0
2022;September;12;Espresso;48.0;
2022;September;12;Latte;38.0;28560.0
2022;September;13;Americano;25.0;21420.0
2022;September;13;Cappuccino;26.0;25500.0
2022;September;13;Croissant;17.0;18360.0
2022;September;13;Donat;26.0;15300.0
2022;September;13;Espresso;47.0;22440.0
2022;September;13;Latte;53.0;28560.0
2022;September;14;Americano;21.0;21420.0
2022;September;14;Cappuccino;30.0;25500.0
2022;September;14;Croissant;28.0;18360.0
2022;September;14;Donat;15.0;15300.0
2022;September;14;Espresso;43.0;22440.0
2022;September;14;Latte;48.0;28560.0
2022;September;15;Americano;;21420.0
2022;September;15;Cappuccino;46.0;25500.0
2022;September;15;Croissant;;18360.0
2022;September;15;Donat;20.0;15300.0
2022;September;15;Latte;;28560.0
2022;September;15;;23.0;22440.0
2022;September;16;Americano;44.0;21420.0
2022;September;16;Cappuccino;34.0;25500.0
2022;September;16;Donat;23.0;15300.0
2022;September;16;Espresso;37.0;22440.0
2022;September;16;Latte;29.0;
2022;September;16;;24.0;
2022;September;17;Americano;41.0;21420.0
2022;September;17;Cappuccino;22.0;25500.0
2022;September;17;Croissant;33.0;18360.0
2022;September;17;Donat;10.0;15300.0
2022;September;17;Espresso;32.0;22440.0
2022;September;17;;38.0;28560.0
2022;September;18;Americano;36.0;21420.0
2022;September;18;Cappuccino;50.0;25500.0
2022;September;18;Croissant;16.0;
2022;September;18;Donat;6.0;15300.0
2022;September;18;Espresso;35.0;22440.0
2022;September;18;Latte;42.0;28560.0
2022;September;19;Americano;39.0;21420.0
2022;September;19;Cappuccino;42.0;25500.0
2022;September;19;Croissant;24.0;18360.0
2022;September;19;Donat;21.0;15300.0
2022;September;19;Espresso;40.0;22440.0
2022;September;19;Latte;56.0;28560.0
2022;September;20;Americano;40.0;21420.0
2022;September;20;Cappuccino;41.0;25500.0
2022;September;20;Croissant;14.0;
2022;September;20;Donat;32.0;15300.0
2022;September;20;Espresso;33.0;22440.0
2022;September;20;Latte;46.0;28560.0
2022;September;21;Americano;36.0;21420.0
2022;September;21;Cappuccino;48.0;25500.0
2022;September;21;Croissant;15.0;18360.0
2022;September;21;Donat;15.0;15300.0
2022;September;21;Espresso;45.0;22440.0
2022;September;21;Latte;35.0;28560.0
2022;September;22;Americano;30.0;21420.0
2022;September;22;Cappuccino;;25500.0
2022;September;22;Croissant;5.0;18360.0
2022;September;22;Donat;21.0;15300.0
2022;September;22;Espresso;25.0;22440.0
2022;September;22;Latte;43.0;28560.0
2022;September;23;Americano;30.0;21420.0
2022;September;23;Cappuccino;31.0;25500.0
2022;September;23;Donat;17.0;15300.0
2022;September;23;Espresso;38.0;22440.0
2022;September;23;;37.0;28560.0
2022;September;23;;25.0;18360.0
2022;September;24;Americano;50.0;21420.0
2022;September;24;Cappuccino;41.0;25500.0
2022;September;24;Croissant;26.0;18360.0
2022;September;24;Donat;18.0;15300.0
2022;September;24;Espresso;42.0;22440.0
2022;September;24;Latte;32.0;28560.0
2022;September;25;Americano;37.0;21420.0
2022;September;25;Cappuccino;40.0;25500.0
2022;September;25;Croissant;20.0;18360.0
2022;September;25;Espresso;;22440.0
2022;September;25;;38.0;28560.0
2022;September;25;;23.0;
2022;September;26;Americano;27.0;21420.0
2022;September;26;Cappuccino;28.0;25500.0
2022;September;26;Croissant;12.0;18360.0
2022;September;26;Donat;23.0;15300.0
2022;September;26;Espresso;32.0;22440.0
2022;September;26;Latte;31.0;28560.0
2022;September;27;Americano;24.0;21420.0
2022;September;27;Cappuccino;40.0;25500.0
2022;September;27;Croissant;27.0;18360.0
2022;September;27;Donat;28.0;15300.0
2022;September;27;Espresso;32.0;22440.0
2022;September;27;Latte;44.0;28560.0
2022;September;28;Americano;40.0;21420.0
2022;September;28;Cappuccino;33.0;25500.0
2022;September;28;Donat;7.0;15300.0
2022;September;28;Espresso;32.0;22440.0
2022;September;28;Latte;43.0;28560.0
2022;September;28;;11.0;
2022;September;29;Americano;30.0;21420.0
2022;September;29;Donat;24.0;15300.0
2022;September;29;Espresso;36.0;22440.0
2022;September;29;Latte;39.0;28560.0
2022;September;29;;36.0;25500.0
2022;September;29;;18.0;18360.0
2022;September;30;Americano;49.0;21420.0
2022;September;30;Cappuccino;34.0;25500.0
2022;September;30;Croissant;12.0;18360.0
2022;September;30;Donat;25.0;15300.0
2022;September;30;Espresso;39.0;22440.0
2022;September;30;Latte;41.0;
2022;Oktober;1;Americano;35.0;21420.0
2022;Oktober;1;Cappuccino;38.0;25500.0
2022;Oktober;1;Croissant;30.0;18360.0
2022;Oktober;1;Donat;10.0;15300.0
2022;Oktober;1;Espresso;49.0;22440.0
2022;Oktober;1;Latte;43.0;28560.0
2022;Oktober;2;Cappuccino;49.0;25500.0
2022;Oktober;2;Croissant;14.0;18360.0
2022;Oktober;2;Donat;19.0;15300.0
2022;Oktober;2;;32.0;22440.0
2022;Oktober;2;;;28560.0
2022;Oktober;2;;43.0;21420.0
2022;Oktober;3;Americano;29.0;21420.0
2022;Oktober;3;Cappuccino;47.0;25500.0
2022;Oktober;3;Croissant;34.0;18360.0
2022;Oktober;3;Donat;28.0;15300.0
2022;Oktober;3;Espresso;35.0;22440.0
2022;Oktober;3;Latte;34.0;28560.0
2022;Oktober;4;Americano;;21420.0
2022;Oktober;4;Cappuccino;38.0;25500.0
2022;Oktober;4;Croissant;17.0;18360.0
2022;Oktober;4;Donat;25.0;15300.0
2022;Oktober;4;Espresso;48.0;22440.0
2022;Oktober;4;Latte;36.0;28560.0
2022;Oktober;5;Americano;38.0;21420.0
2022;Oktober;5;Cappuccino;37.0;25500.0
2022;Oktober;5;Croissant;10.0;18360.0
2022;Oktober;5;Espresso;50.0;22440.0
2022;Oktober;5;Latte;31.0;28560.0
2022;Oktober;5;;26.0;15300.0
2022;Oktober;6;Americano;33.0;21420.0
